No,GameID,MatchID,Map,Team1ID,Team2ID,Team1,Team2,Winner,Team1_Eco,Team1_SemiEco,Team1_SemiBuy,Team1_FullBuy,Team1_TotalRounds,Team2_Eco,Team2_SemiEco,Team2_SemiBuy,Team2_FullBuy,Team2_TotalRounds
975,57520,50665,Ascent,4415,6743,Rix.GG Lightning,BWG,1,3.0,1.0,3.0,13.0,13,3.0,3.0,5.0,9.0,7
976,57268,50490,Haven,756,2903,ehehxd,Team Aurora,1,3.0,0.0,3.0,11.0,13,2.0,2.0,9.0,4.0,4
977,57269,50490,Split,756,2903,ehehxd,Team Aurora,1,3.0,1.0,4.0,15.0,13,2.0,2.0,7.0,12.0,10
978,57507,50661,Split,6743,6079,BWG,Supermassive Blaze Female,1,2.0,1.0,7.0,11.0,13,3.0,5.0,0.0,13.0,8
979,57508,50661,Icebox,6743,6079,BWG,Supermassive Blaze Female,1,4.0,0.0,4.0,15.0,13,2.0,4.0,7.0,10.0,10
982,56799,49783,Haven,624,6389,Paper Rex,Bren Esports,1,3.0,0.0,2.0,12.0,13,3.0,3.0,4.0,7.0,4
983,56800,49783,Split,624,6389,Paper Rex,Bren Esports,1,4.0,1.0,3.0,15.0,13,3.0,4.0,4.0,12.0,10
984,57743,50918,Bind,6387,2917,Bleed eSports,Enigma Gaming,1,3.0,1.0,5.0,13.0,13,3.0,4.0,4.0,11.0,9
985,57744,50918,Split,6387,2917,Bleed eSports,Enigma Gaming,1,3.0,0.0,4.0,14.0,13,3.0,2.0,5.0,11.0,8
988,57722,50910,Fracture,1615,6164,Knights,Radiance,2,3.0,1.0,7.0,7.0,5,3.0,1.0,2.0,12.0,13
989,57723,50910,Ascent,1615,6164,Knights,Radiance,1,3.0,1.0,5.0,13.0,13,3.0,2.0,6.0,11.0,9
990,57724,50910,Bind,1615,6164,Knights,Radiance,1,3.0,1.0,4.0,12.0,13,3.0,3.0,5.0,9.0,7
991,57710,50906,Haven,1615,4366,Knights,Elmerz Glue,1,3.0,0.0,2.0,12.0,13,3.0,2.0,6.0,6.0,4
992,57711,50906,Ascent,1615,4366,Knights,Elmerz Glue,1,2.0,0.0,4.0,10.0,13,5.0,2.0,2.0,7.0,3
993,57713,50907,Breeze,6164,4346,Radiance,DarkZero Esports ,1,3.0,1.0,2.0,13.0,13,3.0,2.0,4.0,10.0,6
994,57714,50907,Icebox,6164,4346,Radiance,DarkZero Esports ,1,4.0,0.0,4.0,12.0,13,4.0,2.0,4.0,10.0,7
995,57716,50908,Ascent,5482,3337,Kowareta,Team Basilisk,1,3.0,1.0,3.0,14.0,13,4.0,2.0,3.0,12.0,8
996,57717,50908,Icebox,5482,3337,Kowareta,Team Basilisk,2,3.0,1.0,6.0,14.0,11,3.0,1.0,3.0,17.0,13
997,57718,50908,Split,5482,3337,Kowareta,Team Basilisk,1,3.0,0.0,5.0,15.0,13,4.0,3.0,3.0,13.0,10
998,57271,50491,Icebox,6750,1791,Rebels Gaming,FTW Esports,1,3.0,0.0,4.0,17.0,13,3.0,3.0,8.0,10.0,11
999,57272,50491,Bind,6750,1791,Rebels Gaming,FTW Esports,1,3.0,0.0,5.0,11.0,13,3.0,1.0,6.0,9.0,6
1000,56797,49782,Bind,6389,5931,Bren Esports,Team Big BAAM,1,3.0,2.0,6.0,11.0,13,3.0,2.0,7.0,10.0,9
1001,56798,49782,Split,6389,5931,Bren Esports,Team Big BAAM,1,3.0,3.0,3.0,19.0,15,3.0,1.0,8.0,16.0,13
1014,56793,49780,Split,624,6387,Paper Rex,Bleed eSports,1,2.0,1.0,3.0,10.0,13,5.0,3.0,2.0,6.0,3
1015,56794,49780,Haven,624,6387,Paper Rex,Bleed eSports,1,3.0,2.0,5.0,10.0,13,4.0,1.0,7.0,8.0,7
1016,57132,50284,Haven,6486,6512,Nebula,Kraken ESC White,2,4.0,2.0,5.0,9.0,7,2.0,1.0,4.0,13.0,13
1017,57133,50284,Bind,6486,6512,Nebula,Kraken ESC White,1,2.0,4.0,3.0,13.0,13,4.0,0.0,6.0,12.0,9
1018,57134,50284,Icebox,6486,6512,Nebula,Kraken ESC White,1,2.0,3.0,5.0,12.0,13,5.0,1.0,3.0,13.0,9
1019,57731,50914,Split,4809,6304,Team Exploit,E2S Lexious,1,2.0,0.0,3.0,9.0,13,3.0,3.0,2.0,6.0,1
1020,57732,50914,Bind,4809,6304,Team Exploit,E2S Lexious,1,3.0,2.0,7.0,14.0,14,3.0,2.0,5.0,16.0,12
1021,57686,50898,Icebox,1615,3748,Knights,Team Reckaroo,1,2.0,0.0,2.0,9.0,13,3.0,2.0,4.0,4.0,0
1022,57687,50898,Ascent,1615,3748,Knights,Team Reckaroo,1,2.0,0.0,5.0,11.0,13,4.0,3.0,3.0,8.0,5
1023,57689,50899,Breeze,2228,4366,Dallas Vendetta,Elmerz Glue,2,3.0,2.0,4.0,13.0,9,3.0,1.0,4.0,14.0,13
1024,57690,50899,Icebox,2228,4366,Dallas Vendetta,Elmerz Glue,1,3.0,2.0,4.0,14.0,13,3.0,1.0,5.0,14.0,10
1025,57691,50899,Haven,2228,4366,Dallas Vendetta,Elmerz Glue,2,3.0,2.0,5.0,10.0,7,3.0,2.0,2.0,13.0,13
1026,57692,50900,Bind,6164,6651,Radiance,ex-Limit,1,3.0,2.0,2.0,16.0,13,2.0,2.0,6.0,13.0,10
1027,57693,50900,Icebox,6164,6651,Radiance,ex-Limit,1,3.0,1.0,2.0,11.0,13,3.0,0.0,7.0,7.0,4
1028,57695,50901,Icebox,4346,6592,DarkZero Esports ,BIG BOY'S CLUB,1,3.0,1.0,4.0,10.0,13,2.0,3.0,6.0,7.0,5
1029,57696,50901,Ascent,4346,6592,DarkZero Esports ,BIG BOY'S CLUB,1,3.0,1.0,4.0,12.0,13,3.0,2.0,6.0,9.0,7
1030,57701,50903,Split,3337,6419,Team Basilisk,Elysium,1,3.0,2.0,3.0,12.0,13,3.0,2.0,6.0,9.0,7
1031,57702,50903,Ascent,3337,6419,Team Basilisk,Elysium,2,3.0,2.0,6.0,12.0,10,3.0,1.0,4.0,15.0,13
1032,57703,50903,Icebox,3337,6419,Team Basilisk,Elysium,1,3.0,1.0,4.0,15.0,13,4.0,3.0,4.0,12.0,10
1033,57704,50904,Icebox,6144,2350,The Mafia,Soniqs,2,2.0,4.0,4.0,11.0,8,4.0,0.0,1.0,16.0,13
1034,57705,50904,Breeze,6144,2350,The Mafia,Soniqs,1,2.0,1.0,4.0,12.0,13,3.0,3.0,4.0,9.0,6
1035,57706,50904,Ascent,6144,2350,The Mafia,Soniqs,2,3.0,2.0,4.0,6.0,2,2.0,0.0,4.0,9.0,13
1036,57707,50905,Ascent,4345,2291,SoaR,Ghost Gaming,1,3.0,2.0,6.0,13.0,13,3.0,2.0,4.0,15.0,11
1037,57708,50905,Split,4345,2291,SoaR,Ghost Gaming,2,3.0,1.0,6.0,5.0,2,2.0,0.0,4.0,9.0,13
1038,57709,50905,Haven,4345,2291,SoaR,Ghost Gaming,2,4.0,1.0,4.0,10.0,6,2.0,1.0,4.0,12.0,13
1039,57677,50889,Split,2350,6198,Soniqs,Knights Academy,1,3.0,2.0,7.0,14.0,14,3.0,3.0,6.0,14.0,12
1041,57659,50871,Haven,2291,6379,Ghost Gaming,Waverunners,1,4.0,1.0,7.0,11.0,13,4.0,3.0,3.0,13.0,10
1042,57661,50873,Ascent,6198,4455,Knights Academy,Third Impact,1,4.0,1.0,4.0,21.0,16,3.0,0.0,6.0,21.0,14
1043,57639,50851,Breeze,4345,6451,SoaR,Built By Gamers Academy,1,3.0,0.0,1.0,16.0,13,3.0,4.0,3.0,10.0,7
1044,57642,50854,Split,3337,2291,Team Basilisk,Ghost Gaming,1,3.0,3.0,2.0,16.0,13,3.0,1.0,5.0,15.0,11
1045,57647,50859,Icebox,6144,6020,The Mafia,Pho Real,1,2.0,2.0,4.0,14.0,13,4.0,1.0,2.0,15.0,9
1046,57648,50860,Breeze,6164,6592,Radiance,BIG BOY'S CLUB,1,2.0,0.0,4.0,9.0,13,3.0,4.0,4.0,4.0,2
1047,57649,50861,Icebox,6461,6429,Akrew,Team Assent,1,2.0,0.0,4.0,9.0,13,3.0,1.0,6.0,5.0,2
1048,57651,50863,Haven,1615,5039,Knights,Team Volted,1,3.0,0.0,2.0,11.0,13,3.0,2.0,5.0,6.0,3
1050,57262,50488,Bind,2100,4671,GMT Esports,EGN Esports,1,4.0,0.0,1.0,13.0,13,3.0,1.0,6.0,8.0,5
1051,57263,50488,Icebox,2100,4671,GMT Esports,EGN Esports,1,2.0,0.0,4.0,11.0,13,3.0,4.0,2.0,8.0,4
1052,56791,49779,Haven,6387,4150,Bleed eSports,South Built Esports,1,3.0,3.0,4.0,20.0,16,3.0,0.0,5.0,22.0,14
1053,57749,49779,Ascent,6387,4150,Bleed eSports,South Built Esports,1,3.0,2.0,4.0,14.0,13,3.0,4.0,4.0,12.0,10
1054,55579,48173,Haven,1970,2554,TNL Esports,World Game Star,1,2.0,2.0,4.0,10.0,13,3.0,3.0,3.0,9.0,5
1055,55580,48173,Bind,1970,2554,TNL Esports,World Game Star,2,2.0,2.0,7.0,12.0,10,4.0,0.0,0.0,19.0,13
1056,55581,48173,Split,1970,2554,TNL Esports,World Game Star,1,4.0,2.0,4.0,13.0,13,3.0,0.0,9.0,11.0,10
1057,56789,49778,Ascent,6389,5960,Bren Esports,BEAST,1,3.0,0.0,5.0,8.0,13,3.0,4.0,4.0,5.0,3
1058,56790,49778,Haven,6389,5960,Bren Esports,BEAST,1,3.0,1.0,1.0,12.0,13,3.0,3.0,5.0,6.0,4
1063,57126,50282,Haven,4036,6047,Team Bliss,VERTEX,1,3.0,1.0,4.0,10.0,13,3.0,3.0,5.0,7.0,5
1064,57127,50282,Ascent,4036,6047,Team Bliss,VERTEX,1,3.0,0.0,5.0,14.0,13,3.0,3.0,9.0,7.0,9
1065,56574,49487,Haven,1615,4940,Knights,Pioneers,2,3.0,3.0,3.0,6.0,2,2.0,0.0,4.0,9.0,13
1066,56575,49487,Bind,1615,4940,Knights,Pioneers,1,3.0,0.0,5.0,15.0,13,4.0,2.0,4.0,13.0,10
1067,56576,49487,Ascent,1615,4940,Knights,Pioneers,2,3.0,2.0,4.0,25.0,16,3.0,2.0,5.0,24.0,18
1068,55503,48073,Bind,3342,4826,Gamelanders Purple,B4 Angels,1,2.0,0.0,5.0,11.0,13,5.0,2.0,4.0,7.0,5
1069,55504,48073,Breeze,3342,4826,Gamelanders Purple,B4 Angels,1,2.0,2.0,5.0,12.0,13,4.0,5.0,1.0,11.0,8
1070,55505,48073,Icebox,3342,4826,Gamelanders Purple,B4 Angels,2,2.0,2.0,8.0,12.0,11,4.0,1.0,2.0,17.0,13
1071,55506,48073,Haven,3342,4826,Gamelanders Purple,B4 Angels,1,4.0,1.0,2.0,17.0,13,4.0,2.0,3.0,15.0,11
1072,56568,49485,Bind,1615,3944,Knights,Teal Seam,1,2.0,1.0,2.0,14.0,13,3.0,2.0,8.0,6.0,6
1073,56569,49485,Icebox,1615,3944,Knights,Teal Seam,2,3.0,3.0,4.0,12.0,9,2.0,2.0,4.0,14.0,13
1074,56570,49485,Ascent,1615,3944,Knights,Teal Seam,1,2.0,1.0,6.0,12.0,13,4.0,2.0,5.0,10.0,8
1075,57424,50634,Haven,6263,5467,Guild X,Oxxgen Esports,1,3.0,1.0,5.0,14.0,13,3.0,2.0,6.0,12.0,10
1076,57425,50634,Bind,6263,5467,Guild X,Oxxgen Esports,1,4.0,0.0,2.0,14.0,13,4.0,1.0,6.0,9.0,7
1077,57430,50636,Haven,5470,4415,ChatBanned,Rix.GG Lightning,2,3.0,2.0,4.0,13.0,9,3.0,1.0,4.0,14.0,13
1078,57431,50636,Icebox,5470,4415,ChatBanned,Rix.GG Lightning,1,2.0,4.0,5.0,13.0,13,4.0,2.0,0.0,18.0,11
1079,57432,50636,Ascent,5470,4415,ChatBanned,Rix.GG Lightning,1,4.0,2.0,2.0,16.0,13,2.0,2.0,6.0,14.0,11
1080,57474,50650,Haven,6574,6748,HEET RED,ANYWAY,1,2.0,0.0,3.0,9.0,13,3.0,2.0,4.0,5.0,1
1081,57475,50650,Split,6574,6748,HEET RED,ANYWAY,2,3.0,2.0,5.0,16.0,12,3.0,4.0,4.0,15.0,14
1082,57476,50650,Bind,6574,6748,HEET RED,ANYWAY,1,3.0,1.0,3.0,15.0,13,3.0,2.0,5.0,12.0,9
1083,57477,50651,Split,6381,6565,Valstars Gaming Female,BETA,1,2.0,1.0,5.0,10.0,13,4.0,3.0,0.0,11.0,5
1084,57478,50651,Haven,6381,6565,Valstars Gaming Female,BETA,1,3.0,3.0,3.0,15.0,13,4.0,1.0,3.0,16.0,11
1087,57486,50654,Haven,6371,6350,Zero Zone W,Team Singularity Female,1,2.0,1.0,4.0,11.0,13,3.0,4.0,4.0,7.0,5
1088,57487,50654,Breeze,6371,6350,Zero Zone W,Team Singularity Female,1,2.0,0.0,4.0,9.0,13,4.0,3.0,1.0,7.0,2
1089,57492,50656,Split,6743,6575,BWG,LAPFAP,1,4.0,0.0,3.0,13.0,13,3.0,2.0,7.0,8.0,7
1090,57493,50656,Haven,6743,6575,BWG,LAPFAP,1,2.0,0.0,4.0,9.0,13,3.0,1.0,5.0,6.0,2
1091,57495,50657,Icebox,6079,6365,Supermassive Blaze Female,devils.one,1,2.0,1.0,4.0,14.0,13,4.0,3.0,4.0,10.0,8
1092,57496,50657,Breeze,6079,6365,Supermassive Blaze Female,devils.one,1,3.0,1.0,5.0,11.0,13,3.0,4.0,2.0,11.0,7
1093,57563,50745,Bind,2100,6466,GMT Esports,Redragon,2,3.0,2.0,4.0,8.0,4,2.0,1.0,3.0,11.0,13
1094,57564,50745,Icebox,2100,6466,GMT Esports,Redragon,1,3.0,1.0,4.0,13.0,13,3.0,2.0,5.0,11.0,8
1095,57565,50745,Haven,2100,6466,GMT Esports,Redragon,1,3.0,0.0,4.0,9.0,13,3.0,3.0,5.0,5.0,3
1097,56785,49776,Breeze,5931,5960,Team Big BAAM,BEAST,2,2.0,1.0,8.0,12.0,10,4.0,2.0,1.0,16.0,13
1098,56786,49776,Bind,5931,5960,Team Big BAAM,BEAST,1,3.0,1.0,2.0,13.0,13,3.0,3.0,4.0,9.0,6
1099,57561,50743,Icebox,6466,604,Redragon,Aim.Attack,1,2.0,0.0,3.0,9.0,13,3.0,2.0,4.0,5.0,1
1100,57560,50742,Bind,2100,4915,GMT Esports,Natus Vincere,1,3.0,2.0,2.0,15.0,13,3.0,2.0,5.0,12.0,9
1101,57400,50626,Breeze,6263,6079,Guild X,Supermassive Blaze Female,1,3.0,2.0,6.0,12.0,13,4.0,1.0,7.0,11.0,10
1102,57401,50626,Fracture,6263,6079,Guild X,Supermassive Blaze Female,2,3.0,1.0,8.0,12.0,11,3.0,1.0,3.0,17.0,13
1103,57402,50626,Split,6263,6079,Guild X,Supermassive Blaze Female,1,3.0,2.0,5.0,13.0,13,3.0,1.0,6.0,13.0,10
1106,57409,50629,Bind,6295,6371,SMARACIS eSports Female,Zero Zone W,2,3.0,0.0,5.0,16.0,11,4.0,0.0,7.0,13.0,13
1107,57410,50629,Breeze,6295,6371,SMARACIS eSports Female,Zero Zone W,1,3.0,0.0,3.0,11.0,13,2.0,3.0,6.0,6.0,4
1108,57411,50629,Ascent,6295,6371,SMARACIS eSports Female,Zero Zone W,1,3.0,1.0,2.0,13.0,13,2.0,5.0,5.0,7.0,6
1109,57412,50630,Ascent,5470,6745,ChatBanned,tba,2,2.0,2.0,5.0,15.0,11,5.0,0.0,7.0,12.0,13
1110,57413,50630,Haven,5470,6745,ChatBanned,tba,1,2.0,1.0,6.0,14.0,13,5.0,2.0,5.0,11.0,10
1111,57414,50630,Icebox,5470,6745,ChatBanned,tba,1,2.0,0.0,4.0,11.0,13,5.0,1.0,4.0,7.0,4
1112,57418,50632,Bind,6530,6381,G2 Gozen,Valstars Gaming Female,1,3.0,0.0,2.0,10.0,13,3.0,1.0,5.0,6.0,2
1113,57419,50632,Breeze,6530,6381,G2 Gozen,Valstars Gaming Female,1,3.0,0.0,1.0,11.0,13,2.0,3.0,5.0,5.0,2
1114,57421,50633,Icebox,6024,6574,TENSTAR Nova,HEET RED,1,2.0,1.0,3.0,13.0,13,4.0,0.0,5.0,10.0,6
1115,57422,50633,Bind,6024,6574,TENSTAR Nova,HEET RED,1,2.0,0.0,3.0,9.0,13,3.0,2.0,3.0,6.0,1
1116,57453,50643,Icebox,6565,6370,BETA,instalocked,1,4.0,2.0,4.0,20.0,16,3.0,1.0,5.0,21.0,14
1117,57454,50643,Ascent,6565,6370,BETA,instalocked,2,3.0,2.0,6.0,5.0,3,2.0,1.0,6.0,7.0,13
1118,57455,50643,Split,6565,6370,BETA,instalocked,1,3.0,1.0,3.0,12.0,13,3.0,4.0,3.0,9.0,6
1123,57462,50646,Fracture,6350,6747,Team Singularity Female,FTW Fade,1,3.0,1.0,2.0,13.0,13,3.0,2.0,3.0,11.0,6
1124,57463,50646,Ascent,6350,6747,Team Singularity Female,FTW Fade,1,3.0,1.0,2.0,14.0,13,3.0,1.0,6.0,10.0,7
1125,57465,50647,Ascent,6364,5917,Giants G4E,vanished,2,4.0,2.0,3.0,8.0,4,2.0,1.0,3.0,11.0,13
1126,57466,50647,Fracture,6364,5917,Giants G4E,vanished,1,2.0,1.0,4.0,15.0,13,3.0,2.0,6.0,11.0,9
1127,57467,50647,Breeze,6364,5917,Giants G4E,vanished,1,2.0,0.0,5.0,12.0,13,3.0,2.0,2.0,12.0,6
1128,57471,50649,Icebox,6365,6739,devils.one,Socks up Nyx,1,4.0,1.0,2.0,12.0,13,2.0,2.0,6.0,9.0,6
1129,57472,50649,Bind,6365,6739,devils.one,Socks up Nyx,1,2.0,2.0,4.0,10.0,13,3.0,1.0,6.0,8.0,5
1130,56781,49774,Split,624,4150,Paper Rex,South Built Esports,1,3.0,0.0,2.0,16.0,13,3.0,3.0,5.0,10.0,8
1131,56782,49774,Icebox,624,4150,Paper Rex,South Built Esports,2,4.0,2.0,2.0,15.0,10,2.0,3.0,5.0,13.0,13
1132,56562,49483,Split,1034,2291,NRG Esports,Ghost Gaming,1,3.0,2.0,3.0,20.0,15,3.0,2.0,5.0,18.0,13
1133,56563,49483,Icebox,1034,2291,NRG Esports,Ghost Gaming,1,2.0,1.0,3.0,14.0,13,4.0,1.0,3.0,12.0,7
1134,56556,49481,Ascent,1615,5248,Knights,Evil Geniuses,1,4.0,0.0,4.0,15.0,13,3.0,3.0,6.0,11.0,10
1135,56557,49481,Bind,1615,5248,Knights,Evil Geniuses,1,4.0,0.0,3.0,15.0,13,2.0,4.0,8.0,8.0,9
1136,56565,49484,Bind,4940,473,Pioneers,Built By Gamers,1,3.0,0.0,2.0,13.0,13,3.0,4.0,4.0,7.0,5
1137,56566,49484,Haven,4940,473,Pioneers,Built By Gamers,2,3.0,2.0,4.0,13.0,9,3.0,2.0,2.0,15.0,13
1138,56567,49484,Ascent,4940,473,Pioneers,Built By Gamers,1,3.0,1.0,9.0,11.0,13,3.0,3.0,4.0,14.0,11
1139,56559,49482,Split,3944,4345,Teal Seam,SoaR,1,3.0,1.0,4.0,12.0,13,3.0,1.0,5.0,11.0,7
1140,56560,49482,Icebox,3944,4345,Teal Seam,SoaR,2,4.0,2.0,2.0,12.0,7,2.0,0.0,4.0,14.0,13
1141,56561,49482,Bind,3944,4345,Teal Seam,SoaR,1,4.0,1.0,3.0,13.0,13,3.0,4.0,4.0,10.0,8
1145,55523,48079,Breeze,4826,3340,B4 Angels,Liberty Female,1,2.0,0.0,4.0,11.0,13,4.0,2.0,3.0,8.0,4
1146,55524,48079,Haven,4826,3340,B4 Angels,Liberty Female,1,3.0,0.0,6.0,11.0,13,3.0,3.0,5.0,9.0,7
1147,56532,49473,Icebox,1615,3322,Knights,Border Monsters,1,2.0,0.0,5.0,10.0,13,4.0,0.0,4.0,9.0,4
1148,56533,49473,Bind,1615,3322,Knights,Border Monsters,1,2.0,2.0,4.0,14.0,13,3.0,3.0,2.0,14.0,9
1149,56535,49474,Split,5248,6418,Evil Geniuses,Actually Homeless,2,4.0,2.0,2.0,13.0,8,2.0,2.0,4.0,13.0,13
1150,56536,49474,Icebox,5248,6418,Evil Geniuses,Actually Homeless,1,2.0,0.0,6.0,8.0,13,4.0,1.0,5.0,6.0,3
1151,56537,49474,Ascent,5248,6418,Evil Geniuses,Actually Homeless,1,2.0,3.0,5.0,16.0,14,4.0,2.0,4.0,16.0,12
1152,56553,49480,Split,473,4346,Built By Gamers,DarkZero Esports ,1,3.0,1.0,3.0,16.0,13,3.0,3.0,3.0,14.0,10
1153,56554,49480,Bind,473,4346,Built By Gamers,DarkZero Esports ,1,3.0,3.0,2.0,16.0,13,3.0,1.0,5.0,15.0,11
1156,56550,49479,Bind,4940,6090,Pioneers,TSM Academy,1,2.0,0.0,4.0,9.0,13,3.0,2.0,4.0,6.0,2
1157,56551,49479,Haven,4940,6090,Pioneers,TSM Academy,2,3.0,1.0,7.0,12.0,10,3.0,2.0,6.0,12.0,13
1158,56552,49479,Split,4940,6090,Pioneers,TSM Academy,1,6.0,1.0,3.0,16.0,14,2.0,2.0,4.0,18.0,12
1159,55520,48078,Breeze,5941,3340,Stars Horizon Vênus,Liberty Female,1,2.0,1.0,5.0,11.0,13,4.0,1.0,2.0,12.0,6
1160,55521,48078,Ascent,5941,3340,Stars Horizon Vênus,Liberty Female,2,4.0,1.0,4.0,7.0,3,3.0,0.0,3.0,10.0,13
1161,55522,48078,Haven,5941,3340,Stars Horizon Vênus,Liberty Female,2,4.0,2.0,5.0,5.0,3,2.0,0.0,4.0,10.0,13
1162,56484,49457,Bind,2815,1615,Version1,Knights,1,3.0,0.0,2.0,11.0,13,3.0,1.0,6.0,6.0,3
1163,56485,49457,Haven,2815,1615,Version1,Knights,2,3.0,1.0,5.0,14.0,10,3.0,3.0,3.0,14.0,13
1164,56486,49457,Ascent,2815,1615,Version1,Knights,2,3.0,0.0,10.0,3.0,3,3.0,0.0,4.0,9.0,13
1165,56487,49458,Split,3322,6045,Border Monsters,Lenny Time,1,3.0,0.0,4.0,9.0,13,3.0,3.0,5.0,5.0,3
1166,56488,49458,Ascent,3322,6045,Border Monsters,Lenny Time,1,2.0,0.0,6.0,15.0,13,5.0,3.0,1.0,14.0,10
1167,56490,49459,Split,5248,6706,Evil Geniuses,spongebob squarepants,1,3.0,2.0,5.0,16.0,14,4.0,3.0,4.0,15.0,12
1168,56491,49459,Bind,5248,6706,Evil Geniuses,spongebob squarepants,1,2.0,1.0,8.0,13.0,13,4.0,2.0,4.0,14.0,11
1169,56496,49461,Haven,6478,4388,ex-Serenity Black,Cosmic Divide,1,3.0,0.0,2.0,14.0,13,3.0,3.0,5.0,8.0,6
1170,56497,49461,Fracture,6478,4388,ex-Serenity Black,Cosmic Divide,2,3.0,3.0,6.0,6.0,5,2.0,2.0,4.0,10.0,13
1171,56498,49461,Icebox,6478,4388,ex-Serenity Black,Cosmic Divide,1,3.0,0.0,2.0,11.0,13,3.0,1.0,6.0,6.0,3
1177,56508,49465,Icebox,1034,6144,NRG Esports,The Mafia,1,2.0,0.0,2.0,12.0,13,4.0,3.0,1.0,8.0,3
1178,56509,49465,Haven,1034,6144,NRG Esports,The Mafia,1,3.0,0.0,2.0,10.0,13,2.0,1.0,8.0,4.0,2
1179,56511,49466,Bind,6461,5038,Akrew,YFP Gaming,1,4.0,0.0,2.0,14.0,13,2.0,2.0,7.0,9.0,7
1180,56512,49466,Ascent,6461,5038,Akrew,YFP Gaming,1,3.0,1.0,3.0,12.0,13,3.0,0.0,8.0,8.0,6
1181,56514,49467,Split,2291,5839,Ghost Gaming,Time Out,1,4.0,1.0,2.0,13.0,13,3.0,3.0,4.0,10.0,7
1182,56515,49467,Haven,2291,5839,Ghost Gaming,Time Out,1,2.0,1.0,4.0,14.0,13,3.0,1.0,6.0,11.0,8
1188,56526,49471,Haven,473,856,Built By Gamers,Andbox,1,2.0,2.0,7.0,10.0,13,4.0,1.0,4.0,12.0,8
1189,56527,49471,Ascent,473,856,Built By Gamers,Andbox,1,3.0,1.0,4.0,14.0,13,3.0,3.0,5.0,11.0,9
1190,56529,49472,Icebox,4346,6148,DarkZero Esports ,Project A,1,3.0,2.0,3.0,13.0,13,3.0,1.0,8.0,9.0,8
1191,56530,49472,Breeze,4346,6148,DarkZero Esports ,Project A,1,3.0,2.0,5.0,13.0,13,2.0,4.0,7.0,10.0,10
1192,57388,50622,Bind,6530,5917,G2 Gozen,vanished,1,3.0,0.0,2.0,10.0,13,3.0,3.0,4.0,5.0,2
1193,57389,50622,Breeze,6530,5917,G2 Gozen,vanished,1,3.0,0.0,3.0,12.0,13,3.0,3.0,2.0,10.0,5
1196,57358,50612,Split,5467,6577,Oxxgen Esports,LUNÈ Girls Gaming,1,2.0,0.0,2.0,9.0,13,3.0,4.0,1.0,5.0,0
1197,57359,50612,Icebox,5467,6577,Oxxgen Esports,LUNÈ Girls Gaming,1,3.0,0.0,2.0,14.0,13,3.0,2.0,5.0,9.0,6
1198,57361,50613,Fracture,6369,6743,Nebula ,BWG,2,3.0,2.0,5.0,11.0,8,3.0,1.0,3.0,14.0,13
1199,57362,50613,Icebox,6369,6743,Nebula ,BWG,1,2.0,1.0,4.0,10.0,13,3.0,3.0,3.0,8.0,4
1200,57363,50613,Breeze,6369,6743,Nebula ,BWG,2,4.0,2.0,4.0,8.0,5,2.0,1.0,2.0,13.0,13
1201,57364,50614,Ascent,6370,6749,instalocked,Fearless,2,3.0,1.0,4.0,11.0,6,2.0,2.0,5.0,10.0,13
1202,57365,50614,Split,6370,6749,instalocked,Fearless,1,3.0,0.0,3.0,12.0,13,3.0,2.0,4.0,9.0,5
1203,57366,50614,Bind,6370,6749,instalocked,Fearless,2,4.0,3.0,2.0,10.0,6,2.0,0.0,5.0,12.0,13
1204,57367,50615,Ascent,6210,6565,Futbolist Female,BETA,1,2.0,0.0,5.0,9.0,13,4.0,3.0,3.0,6.0,3
1205,57368,50615,Haven,6210,6565,Futbolist Female,BETA,1,3.0,1.0,4.0,11.0,13,3.0,2.0,5.0,9.0,6
1208,57376,50618,Haven,5470,6739,ChatBanned,Socks up Nyx,1,2.0,0.0,3.0,9.0,13,3.0,2.0,4.0,5.0,1
1209,57377,50618,Bind,5470,6739,ChatBanned,Socks up Nyx,1,3.0,1.0,3.0,11.0,13,3.0,2.0,5.0,8.0,5
1210,57379,50619,Split,6365,6745,devils.one,tba,1,4.0,0.0,2.0,15.0,13,2.0,2.0,7.0,10.0,8
1211,57380,50619,Bind,6365,6745,devils.one,tba,2,2.0,2.0,7.0,10.0,8,4.0,2.0,4.0,11.0,13
1212,57381,50619,Ascent,6365,6745,devils.one,tba,2,3.0,4.0,2.0,15.0,11,3.0,2.0,4.0,15.0,13
1213,57382,50620,Ascent,6362,6346,Fire Flux Esports Female,ABB ASKI E-Spor WHITE,1,4.0,0.0,0.0,15.0,13,3.0,3.0,7.0,6.0,6
1214,57383,50620,Bind,6362,6346,Fire Flux Esports Female,ABB ASKI E-Spor WHITE,1,2.0,0.0,6.0,11.0,13,4.0,0.0,9.0,6.0,6
1215,57385,50621,Split,4415,6575,Rix.GG Lightning,LAPFAP,1,2.0,0.0,6.0,12.0,13,4.0,3.0,4.0,9.0,7
1216,57386,50621,Ascent,4415,6575,Rix.GG Lightning,LAPFAP,1,2.0,0.0,3.0,9.0,13,3.0,2.0,4.0,5.0,1
1217,57391,50623,Haven,6381,6364,Valstars Gaming Female,Giants G4E,1,2.0,1.0,5.0,11.0,13,4.0,1.0,5.0,9.0,6
