No,MatchID,Date,Patch,EventID,EventName,EventStage,Team1ID,Team2ID,Team1,Team2,Team1_MapScore,Team2_MapScore
211,59541,2021-12-18 08:00:00,Patch 3.12,789,VERSUS LEGENDS III,Playoffs: Semifinals,3361,6230,SMARACIS eSports,Team Lixa,2,0
212,60422,2021-12-18 06:15:00,Patch 3.12,807,Bleed eSports Christmas Showdown,Main Event: Quarterfinals,6387,6938,Bleed eSports,Looking for team,2,0
215,60419,2021-12-17 22:00:00,Patch 3.12,807,Bleed eSports Christmas Showdown,Main Event: Quarterfinals,6718,6939,Huat Zai,anythinglajustput,2,1
216,60194,2021-12-17 14:00:00,Patch 3.12,742,PLE.GG Valorant Nations Circuit Season 2,Playoffs: Quarterfinals,3029,5441,Invicta Gaming,Anonymo Esports,2,0
219,56815,2021-12-17 06:30:00,Patch 3.10,784,The Esports Club - Challenger Series 6,Playoffs: Upper Quarterfinals,3652,4809,Morph Impact,Team Exploit,2,0
220,56816,2021-12-17 02:30:00,Patch 3.10,784,The Esports Club - Challenger Series 6,Playoffs: Upper Quarterfinals,5366,918,Action PH,Global Esports,2,0
221,51962,2021-12-16 12:15:00,Patch 3.10,768,ESTAZ Valorant Elite League,Playoffs: Semifinals,1471,1594,Team RA'AD,Team Majesty,3,1
222,59598,2021-12-14 22:00:00,Patch 3.12,790,Nerd Street Gamers Winter Championship - Open 9,Playoffs: Grand Final,4940,6461,Pioneers,Akrew,1,2
223,59596,2021-12-14 20:00:00,Patch 3.12,790,Nerd Street Gamers Winter Championship - Open 9,Playoffs: Semifinals,4940,4455,Pioneers,Third Impact,2,0
224,59592,2021-12-14 17:00:00,Patch 3.12,790,Nerd Street Gamers Winter Championship - Open 9,Playoffs: Quarterfinals,4940,6817,Pioneers,ex-FLICKBAITERS,2,0
225,59593,2021-12-14 17:00:00,Patch 3.12,790,Nerd Street Gamers Winter Championship - Open 9,Playoffs: Quarterfinals,4455,6213,Third Impact,Cloud9 Academy,2,1
228,59584,2021-12-13 21:45:00,Patch 3.12,790,Nerd Street Gamers Winter Championship - Open 9,Playoffs: Round of 16,4940,6020,Pioneers,Pho Real,2,0
229,59585,2021-12-13 21:45:00,Patch 3.12,790,Nerd Street Gamers Winter Championship - Open 9,Playoffs: Round of 16,6817,4388,ex-FLICKBAITERS,Cosmic Divide,2,0
231,59587,2021-12-13 21:45:00,Patch 3.12,790,Nerd Street Gamers Winter Championship - Open 9,Playoffs: Round of 16,6213,3748,Cloud9 Academy,Team Reckaroo,2,1
232,59588,2021-12-13 21:45:00,Patch 3.12,790,Nerd Street Gamers Winter Championship - Open 9,Playoffs: Round of 16,3337,1267,Team Basilisk,Cloud9 White ,2,1
234,59590,2021-12-13 21:45:00,Patch 3.12,790,Nerd Street Gamers Winter Championship - Open 9,Playoffs: Round of 16,6461,6418,Akrew,Actually Homeless,2,0
235,59591,2021-12-13 21:45:00,Patch 3.12,790,Nerd Street Gamers Winter Championship - Open 9,Playoffs: Round of 16,6144,6478,Next-Gen(The Mafia),ex-Serenity Black,2,0
236,59660,2021-12-13 20:00:00,Patch 3.12,790,Nerd Street Gamers Winter Championship - Open 9,Group Stage: Round 3,6461,6020,Akrew,Pho Real,1,0
237,59662,2021-12-13 20:00:00,Patch 3.12,790,Nerd Street Gamers Winter Championship - Open 9,Group Stage: Round 3,1267,6198,Cloud9 White ,Knights Academy,1,0
238,59663,2021-12-13 20:00:00,Patch 3.12,790,Nerd Street Gamers Winter Championship - Open 9,Group Stage: Round 3,4940,6454,Pioneers,Eclectiq,1,0
239,59640,2021-12-13 19:00:00,Patch 3.12,790,Nerd Street Gamers Winter Championship - Open 9,Group Stage: Round 2,6461,6664,Akrew,Oni Fans,1,0
240,59618,2021-12-13 18:00:00,Patch 3.12,790,Nerd Street Gamers Winter Championship - Open 9,Group Stage: Round 1,6461,6171,Akrew,Pridestark Empire,1,0
241,59620,2021-12-13 18:00:00,Patch 3.12,790,Nerd Street Gamers Winter Championship - Open 9,Group Stage: Round 1,1267,6454,Cloud9 White ,Eclectiq,1,0
242,59622,2021-12-13 18:00:00,Patch 3.12,790,Nerd Street Gamers Winter Championship - Open 9,Group Stage: Round 1,468,6703,Renegades,Project02,1,0
244,51960,2021-12-13 14:30:00,Patch 3.10,768,ESTAZ Valorant Elite League,Playoffs: Quarterfinals,1594,4811,Team Majesty,SCYTES Esports,2,0
245,56415,2021-12-13 02:30:00,Patch 3.10,714,LPL Spring Cup Legends 2021,Playoffs: Grand Finals,6726,6126,Crimas Disciples,Legacy Esports,3,1
246,51958,2021-12-12 14:30:00,Patch 3.10,768,ESTAZ Valorant Elite League,Playoffs: Quarterfinals,1471,4918,Team RA'AD,RTG eSports,2,0
247,51296,2021-12-12 12:30:00,Patch 3.10,449,VALORANT Champions,Playoffs: Grand Final,3531,682,Acend,Gambit Esports,3,2
248,51957,2021-12-12 12:00:00,Patch 3.10,768,ESTAZ Valorant Elite League,Playoffs: Quarterfinals,1470,6723,NASR Esports,MLC Esports,2,1
251,55359,2021-12-10 09:30:00,,703,The Esports Club Gauntlet - Season 3,Playoffs: Upper Final,6003,799,Team XO,Velocity Gaming,1,2
252,58492,2021-12-10 01:30:00,Patch 3.12,783,Esportz Premier Series,Playoffs: Grand Final,799,2917,Velocity Gaming,Enigma Gaming,3,2
253,51293,2021-12-09 15:40:00,Patch 3.10,449,VALORANT Champions,Playoffs: Quarterfinals,2593,2355,Fnatic,KRÜ Esports,1,2
255,58491,2021-12-09 00:30:00,Patch 3.12,783,Esportz Premier Series,Playoffs: Semifinals,918,2917,Global Esports,Enigma Gaming,1,2
256,51291,2021-12-08 15:00:00,Patch 3.10,449,VALORANT Champions,Playoffs: Quarterfinals,474,188,Team Liquid,Cloud9,2,0
257,51290,2021-12-08 12:00:00,Patch 3.10,449,VALORANT Champions,Playoffs: Quarterfinals,3531,6199,Acend,Team Secret,2,0
258,55512,2021-12-07 22:15:00,Patch 3.10,780,Nerd Street Gamers Winter Championship - Open 8,Playoffs: Grand Final,6461,4345,Akrew,SoaR,2,0
259,55510,2021-12-07 19:30:00,Patch 3.10,780,Nerd Street Gamers Winter Championship - Open 8,Playoffs: Semifinals,6461,4940,Akrew,Pioneers,2,0
261,51270,2021-12-07 16:00:00,Patch 3.10,449,VALORANT Champions,Group Stage: Decider (A),427,2112,Envy,X10 CRIT,1,2
262,51286,2021-12-07 09:00:00,Patch 3.10,449,VALORANT Champions,Group Stage: Decider (D),198,188,DRX Vision Strikers,Cloud9,1,2
264,55499,2021-12-06 21:30:00,Patch 3.10,780,Nerd Street Gamers Winter Championship - Open 8,Playoffs: Round of 16,5444,6144,Bait Academy,The Mafia,2,1
265,55500,2021-12-06 21:30:00,Patch 3.10,780,Nerd Street Gamers Winter Championship - Open 8,Playoffs: Round of 16,468,2350,Renegades,Soniqs,1,2
266,55501,2021-12-06 21:30:00,Patch 3.10,780,Nerd Street Gamers Winter Championship - Open 8,Playoffs: Round of 16,4940,6020,Pioneers,Pho Real,2,0
267,55502,2021-12-06 21:30:00,Patch 3.10,780,Nerd Street Gamers Winter Championship - Open 8,Playoffs: Round of 16,4345,6419,SoaR,Elysium,2,0
268,55504,2021-12-06 21:30:00,Patch 3.10,780,Nerd Street Gamers Winter Championship - Open 8,Playoffs: Round of 16,470,6592,Complexity,BIG BOY'S CLUB,2,1
269,51276,2021-12-06 14:40:00,Patch 3.10,449,VALORANT Champions,Group Stage: Decider (B),2,2355,Sentinels,KRÜ Esports,1,2
270,51268,2021-12-06 09:00:00,Patch 3.10,449,VALORANT Champions,Group Stage: Winner's (A),3531,427,Acend,Envy,2,0
271,57303,2021-12-05 13:15:00,,785,VCS Midwest Showdown,Playoffs: Consolation Finals,4388,4455,Cosmic Divide,Third Impact,2,0
272,51275,2021-12-05 12:35:00,Patch 3.10,449,VALORANT Champions,Group Stage: Elimination (B),2355,2406,KRÜ Esports,FURIA,2,1
273,51280,2021-12-05 10:00:00,Patch 3.10,449,VALORANT Champions,Group Stage: Elimination (C),6199,277,Team Secret,Crazy Raccoon,2,0
274,55790,2021-12-05 01:30:00,,769,SEA Esports Championship 2021,Singapore: Grandfinals,6387,6844,Bleed eSports,shiba n the homies,2,0
275,57297,2021-12-04 16:15:00,,785,VCS Midwest Showdown,Playoffs: Semifinals,5248,4455,Evil Geniuses,Third Impact,2,1
276,51274,2021-12-04 14:00:00,Patch 3.10,449,VALORANT Champions,Group Stage: Winner's (B),474,2,Team Liquid,Sentinels,2,1
277,57276,2021-12-04 13:30:00,,785,VCS Midwest Showdown,Playoffs: Quarter Finals,4388,5601,Cosmic Divide,Nightblood Gaming,2,1
278,57278,2021-12-04 13:30:00,,785,VCS Midwest Showdown,Playoffs: Quarter Finals,6864,6865,Frag Ya Bag,Hot Thots,2,0
279,57279,2021-12-04 13:30:00,,785,VCS Midwest Showdown,Playoffs: Quarter Finals,5248,6866,Evil Geniuses,RIT Orange,2,0
281,51267,2021-12-03 16:35:00,Patch 3.10,449,VALORANT Champions,Group Stage: Opening (A),427,2112,Envy,X10 CRIT,2,0
282,51284,2021-12-03 12:55:00,Patch 3.10,449,VALORANT Champions,Group Stage: Winner's (D),198,2593,DRX Vision Strikers,Fnatic,1,2
283,51273,2021-12-02 12:30:00,Patch 3.10,449,VALORANT Champions,Group Stage: Opening (B),2,2406,Sentinels,FURIA,2,1
284,51277,2021-12-02 09:00:00,Patch 3.10,449,VALORANT Champions,Group Stage: Opening (C),682,6199,Gambit Esports,Team Secret,2,1
285,51283,2021-12-01 14:45:00,Patch 3.10,449,VALORANT Champions,Group Stage: Opening (D),2593,188,Fnatic,Cloud9,2,1
286,51278,2021-12-01 12:00:00,Patch 3.10,449,VALORANT Champions,Group Stage: Opening (C),420,277,Team Vikings,Crazy Raccoon,2,0
287,51282,2021-12-01 09:00:00,Patch 3.10,449,VALORANT Champions,Group Stage: Opening (D),198,4050,DRX Vision Strikers,FULL SENSE,2,0
288,52479,2021-11-30 22:00:00,Patch 3.10,772,Nerd Street Gamers Winter Championship: Open 7,Playoffs: Grand Final,533,1034,XSET,NRG Esports,2,1
289,52477,2021-11-30 20:00:00,Patch 3.10,772,Nerd Street Gamers Winter Championship: Open 7,Playoffs: Semifinals,533,470,XSET,Complexity,2,0
290,52478,2021-11-30 19:30:00,Patch 3.10,772,Nerd Street Gamers Winter Championship: Open 7,Playoffs: Semifinals,1034,6817,NRG Esports,ex-FLICKBAITERS,2,0
291,52473,2021-11-30 17:00:00,Patch 3.10,772,Nerd Street Gamers Winter Championship: Open 7,Playoffs: Quarterfinals,533,5248,XSET,Evil Geniuses,2,1
292,52474,2021-11-30 17:00:00,Patch 3.10,772,Nerd Street Gamers Winter Championship: Open 7,Playoffs: Quarterfinals,470,6144,Complexity,The Mafia,2,0
293,52475,2021-11-30 17:00:00,Patch 3.10,772,Nerd Street Gamers Winter Championship: Open 7,Playoffs: Quarterfinals,1034,468,NRG Esports,Renegades,2,0
294,52476,2021-11-30 17:00:00,Patch 3.10,772,Nerd Street Gamers Winter Championship: Open 7,Playoffs: Quarterfinals,6817,6148,ex-FLICKBAITERS,Project A,2,1
295,51496,2021-11-30 16:00:00,Patch 3.10,758,Copa Rakin: Season 3,Playoffs: Lower Final,6484,5406,Tropinha do TIKTOK,Stars Horizon,1,2
296,51824,2021-11-30 10:30:00,Patch 3.10,760,Open Fire Last Call,Playoffs: Grand Final,4686,6092,Fire Flux Esports,Regnum Carya Esports,3,0
297,51022,2021-11-30 05:30:00,Patch 3.09,752,The Esports Club Showdown,Main Event: Grand Final,624,2532,Paper Rex,Louvre,3,0
298,50292,2021-11-30 02:30:00,,714,LPL Spring Cup Legends 2021,Group Stage: Round 7,4036,6492,Team Bliss,HERO Esports,2,1
299,52465,2021-11-29 22:45:00,Patch 3.10,772,Nerd Street Gamers Winter Championship: Open 7,Playoffs: Round of 16,533,6164,XSET,Radiance,2,0
300,52467,2021-11-29 22:45:00,Patch 3.10,772,Nerd Street Gamers Winter Championship: Open 7,Playoffs: Round of 16,470,6198,Complexity,Knights Academy,2,1
303,52472,2021-11-29 22:45:00,Patch 3.10,772,Nerd Street Gamers Winter Championship: Open 7,Playoffs: Round of 16,6148,6204,Project A,Nemesis,2,1
305,52722,2021-11-29 21:25:00,Patch 3.10,772,Nerd Street Gamers Winter Championship: Open 7,Group Stage: Round 3,6144,5248,The Mafia,Evil Geniuses,1,0
306,52715,2021-11-29 21:05:00,Patch 3.10,772,Nerd Street Gamers Winter Championship: Open 7,Group Stage: Round 3,470,5482,Complexity,Kowareta,1,0
308,52720,2021-11-29 21:05:00,Patch 3.10,772,Nerd Street Gamers Winter Championship: Open 7,Group Stage: Round 3,468,5832,Renegades,Zero MarksMen Black,1,0
309,52699,2021-11-29 20:15:00,Patch 3.10,772,Nerd Street Gamers Winter Championship: Open 7,Group Stage: Round 2,470,3337,Complexity,Team Basilisk,1,0
310,52706,2021-11-29 20:15:00,Patch 3.10,772,Nerd Street Gamers Winter Championship: Open 7,Group Stage: Round 2,5248,1267,Evil Geniuses,Cloud9 White ,1,0
311,52696,2021-11-29 19:45:00,Patch 3.10,772,Nerd Street Gamers Winter Championship: Open 7,Group Stage: Round 2,1034,6454,NRG Esports,Eclectiq,1,0
312,52694,2021-11-29 19:00:00,Patch 3.10,772,Nerd Street Gamers Winter Championship: Open 7,Group Stage: Round 2,533,6817,XSET,ex-FLICKBAITERS,1,0
313,52702,2021-11-29 19:00:00,Patch 3.10,772,Nerd Street Gamers Winter Championship: Open 7,Group Stage: Round 2,4345,4529,SoaR,IlluZion,1,0
314,52678,2021-11-29 18:00:00,Patch 3.10,772,Nerd Street Gamers Winter Championship: Open 7,Group Stage: Round 1,6817,6213,ex-FLICKBAITERS,Cloud9 Academy,1,0
315,52683,2021-11-29 18:00:00,Patch 3.10,772,Nerd Street Gamers Winter Championship: Open 7,Group Stage: Round 1,470,6020,Complexity,Pho Real,1,0
316,52690,2021-11-29 18:00:00,Patch 3.10,772,Nerd Street Gamers Winter Championship: Open 7,Group Stage: Round 1,1267,6144,Cloud9 White ,The Mafia,1,0
317,51830,2021-11-29 10:30:00,Patch 3.10,760,Open Fire Last Call,Playoffs: Lower Final,1184,6092,Futbolist,Regnum Carya Esports,2,3
318,50291,2021-11-29 04:30:00,,714,LPL Spring Cup Legends 2021,Group Stage: Round 7,6126,6726,Legacy Esports,Crimas Disciples,2,1
319,50290,2021-11-29 02:30:00,,714,LPL Spring Cup Legends 2021,Group Stage: Round 7,6047,6512,VERTEX,Kraken ESC White,2,0
320,51823,2021-11-28 13:00:00,Patch 3.10,760,Open Fire Last Call,Playoffs: Upper Final,1184,4686,Futbolist,Fire Flux Esports,1,2
322,51829,2021-11-28 10:30:00,Patch 3.10,760,Open Fire Last Call,Playoffs: Lower Round 3,6092,2908,Regnum Carya Esports,Thunderbolts Gaming,2,0
323,52403,2021-11-28 06:30:00,,761,WD Black Cup - Season 2,Grand Final: Grand Finals,918,799,Global Esports,Velocity Gaming,3,1
324,51720,2021-11-27 23:15:00,Patch 3.10,766,Rival 1,Playoffs: Grand Final,468,2350,Renegades,Soniqs,2,1
325,51718,2021-11-27 20:45:00,Patch 3.10,766,Rival 1,Playoffs: Semifinals,468,6144,Renegades,The Mafia,2,0
326,51714,2021-11-27 17:00:00,Patch 3.10,766,Rival 1,Playoffs: Quarterfinals,468,4388,Renegades,Cosmic Divide,2,1
328,51717,2021-11-27 17:00:00,Patch 3.10,766,Rival 1,Playoffs: Quarterfinals,2350,3944,Soniqs,Teal Seam,2,0
329,50493,2021-11-27 15:10:00,Patch 3.09,696,Circuito De Elite - Finals,Playoffs: Semifinals,756,6750,ehehxd,Rebels Gaming,1,2
331,51828,2021-11-27 13:35:00,Patch 3.10,760,Open Fire Last Call,Playoffs: Lower Round 2,2908,3261,Thunderbolts Gaming,Kafalar eSports,2,0
332,51083,2021-11-27 13:00:00,Patch 3.10,460,VALORANT Open Tour France: Main Event,Main Event: Grand Final,2533,2059,Alliance,Team Vitality,1,3
334,50492,2021-11-27 11:00:00,Patch 3.09,696,Circuito De Elite - Finals,Playoffs: Semifinals,2100,6267,GMT Esports,One Breath Gaming,2,1
335,51827,2021-11-27 10:30:00,Patch 3.10,760,Open Fire Last Call,Playoffs: Lower Round 2,6092,4762,Regnum Carya Esports,Galakticos,2,0
336,51547,2021-11-27 06:30:00,Patch 3.10,761,WD Black Cup - Season 2,Playoffs: Grand Final,799,2917,Velocity Gaming,Enigma Gaming,2,0
337,51706,2021-11-26 21:30:00,Patch 3.10,766,Rival 1,Playoffs: Round of 16,468,4455,Renegades,Third Impact,2,0
338,51707,2021-11-26 21:30:00,Patch 3.10,766,Rival 1,Playoffs: Round of 16,4388,6204,Cosmic Divide,Nemesis,2,0
339,51708,2021-11-26 21:30:00,Patch 3.10,766,Rival 1,Playoffs: Round of 16,6144,6422,The Mafia,Resonate,2,1
340,51709,2021-11-26 21:30:00,Patch 3.10,766,Rival 1,Playoffs: Round of 16,6795,5444,Betrayed's Fantasy Team,Bait Academy,2,0
341,51710,2021-11-26 21:30:00,Patch 3.10,766,Rival 1,Playoffs: Round of 16,5248,6418,Evil Geniuses,Actually Homeless,2,0
343,51713,2021-11-26 21:30:00,Patch 3.10,766,Rival 1,Playoffs: Round of 16,3944,5832,Teal Seam,Zero MarksMen Black,2,0
346,51762,2021-11-26 20:20:00,Patch 3.10,766,Rival 1,Group Stage: Round 3,6198,4455,Knights Academy,Third Impact,1,0
347,51765,2021-11-26 20:20:00,Patch 3.10,766,Rival 1,Group Stage: Round 3,6144,5460,The Mafia,Rock Bottom,1,0
348,51739,2021-11-26 19:10:00,Patch 3.10,766,Rival 1,Group Stage: Round 2,5248,6796,Evil Geniuses,Proximity,1,0
350,51744,2021-11-26 19:10:00,Patch 3.10,766,Rival 1,Group Stage: Round 2,468,2378,Renegades,SUPER SQUAD,1,0
351,51745,2021-11-26 19:10:00,Patch 3.10,766,Rival 1,Group Stage: Round 2,2350,4455,Soniqs,Third Impact,1,0
352,51746,2021-11-26 19:10:00,Patch 3.10,766,Rival 1,Group Stage: Round 2,6020,6198,Pho Real,Knights Academy,1,0
353,51749,2021-11-26 19:10:00,Patch 3.10,766,Rival 1,Group Stage: Round 2,6144,4587,The Mafia,Spectral Esports Blue,1,0
354,51752,2021-11-26 19:10:00,Patch 3.10,766,Rival 1,Group Stage: Round 2,3944,6045,Teal Seam,Lenny Time,1,0
355,51754,2021-11-26 19:10:00,Patch 3.10,766,Rival 1,Group Stage: Round 2,4388,6675,Cosmic Divide,The Guard,1,0
356,51724,2021-11-26 18:00:00,Patch 3.10,766,Rival 1,Group Stage: Round 1,5248,5924,Evil Geniuses,FLICKBAITERS,1,0
357,51729,2021-11-26 18:00:00,Patch 3.10,766,Rival 1,Group Stage: Round 1,2350,6198,Soniqs,Knights Academy,1,0
358,51733,2021-11-26 18:00:00,Patch 3.10,766,Rival 1,Group Stage: Round 1,6144,6418,The Mafia,Actually Homeless,1,0
359,51737,2021-11-26 18:00:00,Patch 3.10,766,Rival 1,Group Stage: Round 1,6422,4388,Resonate,Cosmic Divide,1,0
360,51738,2021-11-26 18:00:00,Patch 3.10,766,Rival 1,Group Stage: Round 1,6675,5039,The Guard,Team Volted,1,0
361,53316,2021-11-26 16:00:00,,775,Fragleague Cup #5 - Nordic,Playoffs: Grand Finals,4616,5391,UCAM Esports Club,AXIBYTE ESPORTS,2,0
362,53318,2021-11-26 16:00:00,,775,Fragleague Cup #5 - Nordic,Playoffs: Consolation Finals,6635,6722,GiefKalash,FuelCore,1,2
363,49964,2021-11-26 15:00:00,Patch 3.09,744,FEL Valorant Cup #3,Main Event: Grand Final,472,3114,BIG,IVY,2,0
364,53313,2021-11-26 14:50:00,,775,Fragleague Cup #5 - Nordic,Playoffs: Semifinals,5391,6722,AXIBYTE ESPORTS,FuelCore,1,0
366,52406,2021-11-26 14:00:00,Patch 3.10,770,Kingdom Calling #5,Playoffs: Semifinals,5214,4173,CGN Esports,Ovation eSports,2,0
368,49970,2021-11-26 12:00:00,Patch 3.09,744,FEL Valorant Cup #3,Main Event: Lower Final,3114,4960,IVY,unjobbed,2,1
369,52405,2021-11-26 12:00:00,Patch 3.10,770,Kingdom Calling #5,Playoffs: Semifinals,472,6797,BIG,SENTHEX,2,0
370,51821,2021-11-26 11:15:00,Patch 3.10,760,Open Fire Last Call,Playoffs: Upper Semifinals,2908,1184,Thunderbolts Gaming,Futbolist,1,2
371,51553,2021-11-26 06:30:00,Patch 3.10,761,WD Black Cup - Season 2,Playoffs: Lower Final,2917,910,Enigma Gaming,Exceeli Esports,2,0
372,51826,2021-11-25 13:45:00,Patch 3.10,760,Open Fire Last Call,Playoffs: Lower Round 1,3261,2036,Kafalar eSports,Besiktas Esports,2,0
373,51825,2021-11-25 10:30:00,Patch 3.10,760,Open Fire Last Call,Playoffs: Lower Round 1,4762,5310,Galakticos,Fenerbahçe Esports,2,1
374,51546,2021-11-25 09:30:00,Patch 3.10,761,WD Black Cup - Season 2,Playoffs: Upper Final,799,2917,Velocity Gaming,Enigma Gaming,2,1
376,51366,2021-11-25 04:00:00,Patch 3.09,710,AEN Spring Series,Playoffs: Lower Bracket Final,6490,4036,Nerdnecks,Team Bliss,2,0
378,51819,2021-11-24 10:30:00,Patch 3.10,760,Open Fire Last Call,Playoffs: Upper Quarterfinals,6092,3261,Regnum Carya Esports,Kafalar eSports,2,0
379,51550,2021-11-24 09:30:00,Patch 3.10,761,WD Black Cup - Season 2,Playoffs: Lower Round 2,910,4832,Exceeli Esports,ROG Academy,2,0
381,51551,2021-11-24 01:30:00,Patch 3.10,761,WD Black Cup - Season 2,Playoffs: Lower Round 2,4733,6471,True Rippers,S8UL Esports,2,0
382,51675,2021-11-23 22:00:00,Patch 3.10,764,Nerd Street Gamers Winter Championship: Open 6,Playoffs: Grand Final,6461,1615,Akrew,Knights,2,1
384,51674,2021-11-23 19:30:00,Patch 3.10,764,Nerd Street Gamers Winter Championship: Open 6,Playoffs: Semifinals,1615,6090,Knights,TSM Academy,2,0
385,51669,2021-11-23 17:00:00,Patch 3.10,764,Nerd Street Gamers Winter Championship: Open 6,Playoffs: Quarterfinals,6461,5038,Akrew,YFP Gaming,2,1
386,51670,2021-11-23 17:00:00,Patch 3.10,764,Nerd Street Gamers Winter Championship: Open 6,Playoffs: Quarterfinals,5924,3337,FLICKBAITERS,Team Basilisk,1,2
388,51817,2021-11-23 14:00:00,Patch 3.10,760,Open Fire Last Call,Playoffs: Upper Quarterfinals,1184,5310,Futbolist,Fenerbahçe Esports,2,0
390,51561,2021-11-23 12:00:00,Patch 3.10,762,GameGune 24,Group Stage: Opening (B),6139,6264,19esports,Zeta Gaming,1,0
391,51816,2021-11-23 10:30:00,Patch 3.10,760,Open Fire Last Call,Playoffs: Upper Quarterfinals,4762,2908,Galakticos,Thunderbolts Gaming,1,2
392,51549,2021-11-23 09:30:00,Patch 3.10,761,WD Black Cup - Season 2,Playoffs: Lower Round 1,797,6471,God Particles,S8UL Esports,1,2
393,51016,2021-11-23 06:30:00,Patch 3.09,752,The Esports Club Showdown,Main Event: Lower Bracket Round 2,799,4809,Velocity Gaming,Team Exploit,2,0
394,51545,2021-11-23 06:10:00,Patch 3.10,761,WD Black Cup - Season 2,Playoffs: Upper Semifinals,2917,910,Enigma Gaming,Exceeli Esports,2,0
395,51544,2021-11-23 03:30:00,Patch 3.10,761,WD Black Cup - Season 2,Playoffs: Upper Semifinals,799,4733,Velocity Gaming,True Rippers,2,0
396,51017,2021-11-23 02:30:00,Patch 3.09,752,The Esports Club Showdown,Main Event: Lower Bracket Round 2,918,2917,Global Esports,Enigma Gaming,2,1
397,51548,2021-11-23 01:30:00,Patch 3.10,761,WD Black Cup - Season 2,Playoffs: Lower Round 1,4832,6470,ROG Academy,VLT Asteria,2,1
399,51664,2021-11-22 21:30:00,Patch 3.10,764,Nerd Street Gamers Winter Championship: Open 6,Playoffs: Round of 16,3337,6198,Team Basilisk,Knights Academy,2,0
