No,MatchID,Date,Patch,EventID,EventName,EventStage,Team1ID,Team2ID,Team1,Team2,Team1_MapScore,Team2_MapScore
4308,10329,2021-03-07 00:05:00,Patch 2.04Added Astra ,297,Oceania Tour: Stage 01,Closed Qualifier #2: Grand Final,2286,1319,God Squad(ex-EXO Clan),Funcrew,2,1
4309,12958,2021-03-06 23:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",345,Champions Tour Japan Stage 1: Challengers 3,Main Event: Group B,2108,2934,CNCI BLUE BEES,FENNEL,1,1
4310,10328,2021-03-06 21:00:00,Patch 2.04Added Astra ,297,Oceania Tour: Stage 01,Closed Qualifier #2: Bronze Finals,591,2826,Mindfreak,Kanga Esports,1,2
4311,12957,2021-03-06 21:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",345,Champions Tour Japan Stage 1: Challengers 3,Main Event: Group B,3275,283,Hexad,Sengoku Gaming,1,1
4312,12078,2021-03-06 17:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",326,Champions Tour Brazil Stage 1: Challengers 3,Main Event: Winner's (A),1911,2343,Imperial Esports,Rise Gaming,2,0
4313,11479,2021-03-06 16:55:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Main Event: Lower Round 3,17,120,Gen.G,100 Thieves,1,2
4314,11599,2021-03-06 12:50:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Main Event: Quarterfinals,257,1982,G2 Esports,DfuseTeam,1,2
4315,12426,2021-03-06 12:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",339,Champions Tour Turkey Stage 1: Challengers 3,Main Event: Quarterfinals,1913,3261,RARE Esports,Kafalar eSports,2,1
4317,12425,2021-03-06 10:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",339,Champions Tour Turkey Stage 1: Challengers 3,Main Event: Quarterfinals,2416,2036,Cyber Skull Esports,Besiktas Esports,2,0
4318,12679,2021-03-06 09:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",343,Champions Tour CIS Stage 1: Challengers 3,Main Event: Quarterfinals,488,1266,tyeasy,Jeremiah,2,0
4319,12874,2021-03-06 07:45:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",345,Champions Tour Japan Stage 1: Challengers 3,Main Event: Group A,104,1732,REJECT,Novagis Gaming,1,1
4320,12898,2021-03-06 06:50:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",296,Champions Tour Indonesia Stage 1: Challengers 3,Qualifier: Round of 16,2569,3457,Seniman Grooming,BYE,1,0
4321,12855,2021-03-06 06:15:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",350,Champions Tour Philippines Stage 1: Challengers 3,Main Event: Semifinals,1934,3504,ArkAngel,DR Esports,2,1
4323,12873,2021-03-06 05:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",345,Champions Tour Japan Stage 1: Challengers 3,Main Event: Group A,104,280,REJECT,LAG Gaming,2,0
4325,12854,2021-03-06 03:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",350,Champions Tour Philippines Stage 1: Challengers 3,Main Event: Semifinals,2957,3136,The First Order,Oasis Gaming,2,1
4326,12872,2021-03-06 03:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",345,Champions Tour Japan Stage 1: Challengers 3,Main Event: Group A,1732,282,Novagis Gaming,SCARZ,1,1
4327,12732,2021-03-06 01:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",350,Champions Tour Philippines Stage 1: Challengers 3,Main Event: Quarterfinals,3504,1932,DR Esports,Hashira,2,0
4328,12871,2021-03-06 01:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",345,Champions Tour Japan Stage 1: Challengers 3,Main Event: Group A,282,280,SCARZ,LAG Gaming,1,1
4329,10326,2021-03-05 23:15:00,Patch 2.04Added Astra ,297,Oceania Tour: Stage 01,Closed Qualifier #2: Semifinals,591,2286,Mindfreak,God Squad(ex-EXO Clan),1,2
4330,10327,2021-03-05 21:00:00,Patch 2.04Added Astra ,297,Oceania Tour: Stage 01,Closed Qualifier #2: Semifinals,1319,2826,Funcrew,Kanga Esports,2,1
4331,12869,2021-03-05 21:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",345,Champions Tour Japan Stage 1: Challengers 3,Main Event: Group A,104,282,REJECT,SCARZ,2,0
4332,11469,2021-03-05 15:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Main Event: Upper Bracket Semifinals,642,106,Luminosity,TSM,2,0
4333,11470,2021-03-05 15:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Main Event: Upper Bracket Semifinals,1034,337,NRG Esports,FaZe Clan,1,2
4334,11597,2021-03-05 13:50:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Qualifier Play-in: Quarterfinals,2577,2373,Raise Your Edge,Rix.GG Thunder,2,1
4335,12660,2021-03-05 11:50:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",343,Champions Tour CIS Stage 1: Challengers 3,Qualifier Play-in: Quarterfinals,2391,3371,Mangal,Deja Vu,1,2
4337,12790,2021-03-05 05:45:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",345,Champions Tour Japan Stage 1: Challengers 3,Qualifier: Group B,2934,204,FENNEL,CYCLOPS athlete gaming,1,0
4339,12730,2021-03-05 04:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",350,Champions Tour Philippines Stage 1: Challengers 3,Main Event: Quarterfinals,2747,3136,ex-SV Empire,Oasis Gaming,1,2
4340,10325,2021-03-05 03:00:00,Patch 2.04Added Astra ,297,Oceania Tour: Stage 01,Closed Qualifier #2: Quarterfinals,2826,3279,Kanga Esports,Straight Outta The Zoo,2,1
4342,11476,2021-03-04 20:40:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Main Event: Lower Round 1,120,14,100 Thieves,T1,2,1
4343,11467,2021-03-04 17:25:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Main Event: Upper Quarterfinals,120,1034,100 Thieves,NRG Esports,1,2
4344,11468,2021-03-04 17:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Main Event: Upper Quarterfinals,337,14,FaZe Clan,T1,2,0
4345,11465,2021-03-04 15:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Main Event: Upper Quarterfinals,642,3187,Luminosity,Kooky Koalas ,2,0
4346,11596,2021-03-04 14:40:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Qualifier Play-in: Quarterfinals,1982,2304,DfuseTeam,Giants Gaming,2,0
4347,11594,2021-03-04 12:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Qualifier Play-in: Quarterfinals,1209,2819,Guild Esports,Entropiq,2,0
4348,12658,2021-03-04 12:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",343,Champions Tour CIS Stage 1: Challengers 3,Qualifier Play-in: Quarterfinals,2835,2118,Ksenox,TooManyQuestions,1,2
4349,12421,2021-03-04 10:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",339,Champions Tour Turkey Stage 1: Challengers 3,Open Qualifier: Quarterfinals,2036,4762,Besiktas Esports,Galakticos,2,1
4350,12689,2021-03-04 07:15:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",336,Champions Tour Korea Stage 1: Challengers 3,Main Event: Group B,1025,3314,ZFGaming,Hamtories,1,1
4351,10322,2021-03-04 03:00:00,Patch 2.04Added Astra ,297,Oceania Tour: Stage 01,Closed Qualifier #2: Quarterfinals,591,27,Mindfreak,Shidiots,2,1
4352,12683,2021-03-04 02:30:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",336,Champions Tour Korea Stage 1: Challengers 3,Main Event: Group A,1970,1140,TNL Esports,TUBEPLE Gaming,2,0
4354,11638,2021-03-03 15:45:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Qualifier Playoffs: Round of 16,2562,3399,HONK,99Percent.,2,0
4355,11640,2021-03-03 15:40:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Qualifier Playoffs: Round of 16,2755,2577,SAW,Raise Your Edge,1,2
4356,11641,2021-03-03 15:30:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Qualifier Playoffs: Round of 16,474,2373,Team Liquid,Rix.GG Thunder,1,2
4357,11634,2021-03-03 15:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Qualifier Playoffs: Round of 16,1209,2330,Guild Esports,Pit Stop,2,0
4358,11635,2021-03-03 15:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Qualifier Playoffs: Round of 16,2819,1421,Entropiq,Chakalaka,2,1
4359,11636,2021-03-03 15:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Qualifier Playoffs: Round of 16,1982,673,DfuseTeam,Team Finest,2,0
4360,11637,2021-03-03 15:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Qualifier Playoffs: Round of 16,2304,576,Giants Gaming,iPon Esport,2,0
4361,11616,2021-03-03 12:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Qualifier Playoffs: Round of 32,2330,6139,Pit Stop,19esports,2,0
4362,11618,2021-03-03 12:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Qualifier Playoffs: Round of 32,1421,1090,Chakalaka,Tarren Mill,2,1
4363,11622,2021-03-03 12:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Qualifier Playoffs: Round of 32,576,2026,iPon Esport,Arbalest,2,1
4364,11623,2021-03-03 12:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Qualifier Playoffs: Round of 32,2562,2340,HONK,STAGA,2,0
4365,11624,2021-03-03 12:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Qualifier Playoffs: Round of 32,2133,3399,Marten Gaming,99Percent.,1,2
4366,11626,2021-03-03 12:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Qualifier Playoffs: Round of 32,2566,2670,Ballista,Ignite,2,1
4367,11627,2021-03-03 12:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Qualifier Playoffs: Round of 32,2755,2607,SAW,Edelweiss Esports,2,1
4369,11643,2021-03-03 12:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Qualifier Playoffs: Round of 32,1035,2373,Cream Real Betis,Rix.GG Thunder,1,2
4371,11645,2021-03-02 16:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Open Qualifier: Round of 64,1209,2930,Guild Esports,noFEAR,2,0
4372,11663,2021-03-02 16:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Open Qualifier: Round of 64,3399,1174,99Percent.,Yendez,2,0
4373,11671,2021-03-02 16:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Open Qualifier: Round of 64,2577,2059,Raise Your Edge,Team Vitality,2,0
4374,11674,2021-03-02 16:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Open Qualifier: Round of 64,1035,1071,Cream Real Betis,unsigned,2,0
4375,11652,2021-03-02 15:15:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Open Qualifier: Round of 64,2499,1351,Movistar Riders,REPLY TOTEM,2,0
4377,11689,2021-03-02 13:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Open Qualifier: Round of 128,1421,3384,Chakalaka,BLUEJAYS Frates,2,0
4378,11702,2021-03-02 13:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Open Qualifier: Round of 128,2304,1474,Giants Gaming,eSuba,2,0
4380,11735,2021-03-02 13:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",328,Champions Tour Europe Stage 1: Challengers 3,Open Qualifier: Round of 128,474,3402,Team Liquid,Nexus Gaming,2,0
4381,10467,2021-03-02 09:00:00,Patch 2.02Running accuracy changes ,312,eFire Master League #1 Asia,Group Stage: Group B,624,1481,Paper Rex,NG.Black,2,1
4382,13041,2021-03-02 05:00:00,Patch 2.04Added Astra ,355,LPL Summer Cup Legends 2021,Group Stage: Round 2,865,4036,Paradox Esports,Team Bliss,1,2
4383,13040,2021-03-02 02:30:00,Patch 2.04Added Astra ,355,LPL Summer Cup Legends 2021,Group Stage: Round 2,831,2827,McTeam,AGG,1,2
4384,10464,2021-03-01 06:00:00,Patch 2.02Running accuracy changes ,312,eFire Master League #1 Asia,Group Stage: Group B,1481,388,NG.Black,DivisionX Gaming,1,2
4385,13039,2021-03-01 05:00:00,Patch 2.04Added Astra ,355,LPL Summer Cup Legends 2021,Group Stage: Round 2,435,591,OverPalaStrike,Mindfreak,2,1
4386,13038,2021-03-01 02:30:00,Patch 2.04Added Astra ,355,LPL Summer Cup Legends 2021,Group Stage: Round 2,2826,873,Kanga Esports,Tilted,2,1
4387,12384,2021-02-28 22:40:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",409,Valorant Sunday Showdown #45,Tournament: Grand Finals,2938,2383,PUGSTARS,Bounty Esports,2,1
4388,11462,2021-02-28 20:10:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Quarterfinals,631,3187,beastcoast,DaHoonkaBhanKoloos(Kooky Koalas ),1,2
4389,11461,2021-02-28 18:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Quarterfinals,14,188,T1,Cloud9,2,0
4391,12289,2021-02-28 16:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",323,Champions Tour LATAM Stage 1: Challengers 3,Main Event: LAS: Runner-up Final,676,2354,Meta Gaming ,Movistar Optix,1,0
4392,12317,2021-02-28 14:10:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",322,VERSUS LEGENDS II,Playoffs: Grand Final,2819,685,Entropiq,HSDIRR,1,2
4393,12213,2021-02-28 14:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",335,epic32 Online,Playoffs: Grand Final,324,2373,Wave Esports,Rix.GG Thunder,3,0
4394,11593,2021-02-28 13:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",327,Champions Tour Turkey Stage 1: Challengers 2,Main Event: Quarterfinals,921,6132,Oxygen Esports,İstanbul Wildcats,2,1
4395,11745,2021-02-28 12:20:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",330,Champions Tour CIS Stage 1: Challengers 2,Main Event: Final Round,1341,2049,Team Singularity,Divinity,1,2
4396,12311,2021-02-28 11:30:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",322,VERSUS LEGENDS II,Playoffs: Semifinals,1474,2819,eSuba,Entropiq,1,2
4398,11592,2021-02-28 09:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",327,Champions Tour Turkey Stage 1: Challengers 2,Main Event: Quarterfinals,1184,1453,Futbolist,OtherSide,1,2
4399,11744,2021-02-28 09:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",330,Champions Tour CIS Stage 1: Challengers 2,Main Event: Final Round,1020,108,CrowСrowd,forZe,2,1
4400,12312,2021-02-28 09:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",322,VERSUS LEGENDS II,Playoffs: Semifinals,685,3065,HSDIRR,animel,2,0
4401,12227,2021-02-28 08:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",335,epic32 Online,Playoffs: Lower Round 5,3303,2373,volvo peek,Rix.GG Thunder,1,2
4402,12295,2021-02-28 07:25:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",331,Champions Tour Japan Stage 1: Challengers 2,Main Event: Group B,516,104,FAV gaming,REJECT,1,1
4404,12315,2021-02-28 06:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",336,Champions Tour Korea Stage 1: Challengers 3,Open Qualifier: Quarterfinals,2548,2560,APEX PEOPLE,Team Diamond.R,2,0
4406,11902,2021-02-28 05:00:00,Patch 2.02Running accuracy changes ,295,Champions Tour Indonesia Stage 1: Challengers 2,Main Event: Grand Final,466,1915,BOOM Esports,NXL LIGAGAME,1,3
4408,12226,2021-02-28 05:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",335,epic32 Online,Playoffs: Lower Round 4,2373,556,Rix.GG Thunder,keepYOURskill,2,1
4409,10669,2021-02-28 03:45:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",318,Champions Tour Thailand Stage 1: Challengers 2,Main Event: Semifinals,1481,623,NG.Black,Sharper Esport,2,0
4410,12293,2021-02-28 03:15:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",331,Champions Tour Japan Stage 1: Challengers 2,Main Event: Group B,516,2108,FAV gaming,CNCI BLUE BEES,2,0
4411,12287,2021-02-28 03:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",336,Champions Tour Korea Stage 1: Challengers 3,Open Qualifier: Round of 16,1140,3320,TUBEPLE Gaming,BE FUN SWORD,2,0
4412,12333,2021-02-28 03:00:00,Patch 2.02Running accuracy changes ,325,Champions Tour Hong Kong & Taiwan Stage 1: Challengers 2,Main Event: Grand Final,3179,3106,Anti Eco Eco Club,Looking For Sponsor,3,1
4413,11903,2021-02-28 02:00:00,Patch 2.02Running accuracy changes ,295,Champions Tour Indonesia Stage 1: Challengers 2,Main Event: Bronze Final,1110,1700,Alter Ego,XcN Gaming,1,2
4416,12721,2021-02-28 02:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",350,Champions Tour Philippines Stage 1: Challengers 3,Qualifier 2: Round of 16,3500,3501,Kinetic,JG and friends,1,0
4418,10668,2021-02-28 00:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",318,Champions Tour Thailand Stage 1: Challengers 2,Main Event: Semifinals,2112,1736,X10 CRIT,ex-FULL SENSE,2,1
4419,11960,2021-02-27 23:30:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",297,Oceania Tour: Stage 01,Open Qualifier #2: Grand Final,2286,1319,God Squad(ex-EXO Clan),Funcrew,2,0
4420,12291,2021-02-27 23:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",331,Champions Tour Japan Stage 1: Challengers 2,Main Event: Group B,277,516,Crazy Raccoon,FAV gaming,1,1
4421,12290,2021-02-27 21:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",331,Champions Tour Japan Stage 1: Challengers 2,Main Event: Group B,104,2108,REJECT,CNCI BLUE BEES,1,1
4422,11459,2021-02-27 18:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Quarterfinals,106,2815,TSM,Version1,2,0
4423,12073,2021-02-27 18:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",326,Champions Tour Brazil Stage 1: Challengers 3,Main Event: Opening (A),2343,203,Rise Gaming,paiN Gaming,1,0
4424,12072,2021-02-27 17:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",326,Champions Tour Brazil Stage 1: Challengers 3,Main Event: Opening (A),1911,3222,Imperial Esports,FREEAGENTS,1,0
4425,11972,2021-02-27 16:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",323,Champions Tour LATAM Stage 1: Challengers 3,Main Event: LAN: Grand Final (A),777,3129,Kaizen Esports,Reven Esports,2,1
4426,12195,2021-02-27 15:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",322,VERSUS LEGENDS II,Playoffs: Quarterfinals,2819,686,Entropiq,Megastitut,2,1
4428,12308,2021-02-27 13:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",315,Nicecactus February Trophy,Qualifier #3: Semifinals,1470,1250,NASR Esports,Winfinity,1,2
4429,12309,2021-02-27 13:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",315,Nicecactus February Trophy,Qualifier #3: Semifinals,1791,1817,FTW Esports,Prophecy ESC,2,1
4430,11591,2021-02-27 12:30:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",327,Champions Tour Turkey Stage 1: Challengers 2,Main Event: Quarterfinals,397,1913,BBL Esports,RARE Esports,2,0
4432,12210,2021-02-27 12:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",335,epic32 Online,Playoffs: Upper Bracket Semifinals,324,2373,Wave Esports,Rix.GG Thunder,2,0
4434,13975,2021-02-27 12:00:00,Patch 2.02Running accuracy changes ,378,RawaxVLR Championship,Main Event: Grand Final,1464,1594,YaLLa Esports,Team Majesty,3,0
4435,11743,2021-02-27 11:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",330,Champions Tour CIS Stage 1: Challengers 2,Main Event: Final Round,682,2100,Gambit Esports,GMT Esports,2,0
4436,11590,2021-02-27 09:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",327,Champions Tour Turkey Stage 1: Challengers 2,Main Event: Quarterfinals,2416,2909,Cyber Skull Esports,No Org Found,1,2
4437,11742,2021-02-27 09:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",330,Champions Tour CIS Stage 1: Challengers 2,Main Event: Final Round,6267,488,One Breath Gaming,tyeasy,2,0
4438,12194,2021-02-27 09:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",322,VERSUS LEGENDS II,Playoffs: Quarterfinals,1474,472,eSuba,BIG,2,1
4439,12207,2021-02-27 09:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",335,epic32 Online,Playoffs: Upper Bracket Quarterfinals,2373,2607,Rix.GG Thunder,Edelweiss Esports,2,1
4440,12208,2021-02-27 09:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",335,epic32 Online,Playoffs: Upper Bracket Quarterfinals,2059,1071,Team Vitality,unsigned,2,1
4441,11901,2021-02-27 08:15:00,Patch 2.02Running accuracy changes ,295,Champions Tour Indonesia Stage 1: Challengers 2,Main Event: Semifinals,1700,1915,XcN Gaming,NXL LIGAGAME,1,2
4442,12189,2021-02-27 07:10:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",331,Champions Tour Japan Stage 1: Challengers 2,Main Event: Group A,1734,279,FIRST Gaming,Absolute JUPITER,1,1
4444,11761,2021-02-27 06:05:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",293,Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs: Lower Bracket Round 3,958,624,Reality Rift,Paper Rex,1,0
4445,10667,2021-02-27 06:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",318,Champions Tour Thailand Stage 1: Challengers 2,Main Event: Quarterfinals,623,2270,Sharper Esport,Foxy Araikordai,2,0
4446,12188,2021-02-27 05:10:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",331,Champions Tour Japan Stage 1: Challengers 2,Main Event: Group A,279,3275,Absolute JUPITER,Hexad,1,1
4447,12332,2021-02-27 05:00:00,Patch 2.02Running accuracy changes ,325,Champions Tour Hong Kong & Taiwan Stage 1: Challengers 2,Main Event: Semifinals,3106,904,Looking For Sponsor,CBT Gaming,2,0
4448,11900,2021-02-27 04:30:00,Patch 2.02Running accuracy changes ,295,Champions Tour Indonesia Stage 1: Challengers 2,Main Event: Semifinals,1110,466,Alter Ego,BOOM Esports,1,2
4449,11763,2021-02-27 03:40:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",293,Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs: Upper Finals,2150,1919,JustLose,Kingsmen,2,0
4450,12187,2021-02-27 03:20:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",331,Champions Tour Japan Stage 1: Challengers 2,Main Event: Group A,1734,1732,FIRST Gaming,Novagis Gaming,1,1
4451,10666,2021-02-27 03:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",318,Champions Tour Thailand Stage 1: Challengers 2,Main Event: Quarterfinals,1481,1485,NG.Black,Aricat Esport,2,1
4452,12331,2021-02-27 03:00:00,Patch 2.02Running accuracy changes ,325,Champions Tour Hong Kong & Taiwan Stage 1: Challengers 2,Main Event: Semifinals,3179,2044,Anti Eco Eco Club,ex-Five Ace e-Sports,2,0
4453,12709,2021-02-27 03:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",350,Champions Tour Philippines Stage 1: Challengers 3,Qualifier 1: Round of 8,2746,1929,6045Pirates,SR KADILIMAN,1,0
4454,12710,2021-02-27 03:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",350,Champions Tour Philippines Stage 1: Challengers 3,Qualifier 1: Round of 8,2749,1935,DreamFyre,Affinity Esports,1,0
4455,12711,2021-02-27 03:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",350,Champions Tour Philippines Stage 1: Challengers 3,Qualifier 1: Round of 8,2956,2957,Org Not Found,The First Order,1,0
4456,12712,2021-02-27 03:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",350,Champions Tour Philippines Stage 1: Challengers 3,Qualifier 1: Semifinals,1926,2746,SE ATLAS,6045Pirates,1,0
4457,11759,2021-02-27 02:45:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",293,Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs: Lower Bracket Round 2,624,617,Paper Rex,Team SMG,1,0
4458,12700,2021-02-27 02:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",350,Champions Tour Philippines Stage 1: Challengers 3,Qualifier 1: Round of 16,3349,3492,Vendetta,GBP Esports,1,0
4459,12701,2021-02-27 02:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",350,Champions Tour Philippines Stage 1: Challengers 3,Qualifier 1: Round of 16,1926,2950,SE ATLAS,ULVL,1,0
